"Area","MTU","Solar - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|NL","12.06.2025 05:30 - 12.06.2025 05:45 (CET/CEST)","7","2643","1174"
"BZN|NL","12.06.2025 05:45 - 12.06.2025 06:00 (CET/CEST)","12","2686","1157"
"BZN|NL","12.06.2025 06:00 - 12.06.2025 06:15 (CET/CEST)","19","2735","1145"
"BZN|NL","12.06.2025 06:15 - 12.06.2025 06:30 (CET/CEST)","27","2790","1072"
"BZN|NL","12.06.2025 06:30 - 12.06.2025 06:45 (CET/CEST)","39","2904","976"
"BZN|NL","12.06.2025 06:45 - 12.06.2025 07:00 (CET/CEST)","52","3009","934"
"BZN|NL","12.06.2025 07:00 - 12.06.2025 07:15 (CET/CEST)","69","2984","951"
"BZN|NL","12.06.2025 07:15 - 12.06.2025 07:30 (CET/CEST)","89","3046","917"
"BZN|NL","12.06.2025 07:30 - 12.06.2025 07:45 (CET/CEST)","111","3085","914"
"BZN|NL","12.06.2025 07:45 - 12.06.2025 08:00 (CET/CEST)","135","3011","862"
"BZN|NL","12.06.2025 08:00 - 12.06.2025 08:15 (CET/CEST)","160","2945","839"
"BZN|NL","12.06.2025 08:15 - 12.06.2025 08:30 (CET/CEST)","186","2945","847"
"BZN|NL","12.06.2025 08:30 - 12.06.2025 08:45 (CET/CEST)","211","2930","820"
"BZN|NL","12.06.2025 08:45 - 12.06.2025 09:00 (CET/CEST)","236","2760","785"
"BZN|NL","12.06.2025 09:00 - 12.06.2025 09:15 (CET/CEST)","258","2706","725"
"BZN|NL","12.06.2025 09:15 - 12.06.2025 09:30 (CET/CEST)","281","2628","798"
"BZN|NL","12.06.2025 09:30 - 12.06.2025 09:45 (CET/CEST)","304","2421","747"
"BZN|NL","12.06.2025 09:45 - 12.06.2025 10:00 (CET/CEST)","325","2373","712"
"BZN|NL","12.06.2025 10:00 - 12.06.2025 10:15 (CET/CEST)","335","2278","703"
"BZN|NL","12.06.2025 10:15 - 12.06.2025 10:30 (CET/CEST)","353","2107","764"
"BZN|NL","12.06.2025 10:30 - 12.06.2025 10:45 (CET/CEST)","369","1478","824"
"BZN|NL","12.06.2025 10:45 - 12.06.2025 11:00 (CET/CEST)","380","1060","891"
"BZN|NL","12.06.2025 11:00 - 12.06.2025 11:15 (CET/CEST)","178","1471","899"
"BZN|NL","12.06.2025 11:15 - 12.06.2025 11:30 (CET/CEST)","162","968","986"
"BZN|NL","12.06.2025 11:30 - 12.06.2025 11:45 (CET/CEST)","159","960","998"
"BZN|NL","12.06.2025 11:45 - 12.06.2025 12:00 (CET/CEST)","161","904","930"
"BZN|NL","12.06.2025 12:00 - 12.06.2025 12:15 (CET/CEST)","156","901","907"
"BZN|NL","12.06.2025 12:15 - 12.06.2025 12:30 (CET/CEST)","157","957","883"
"BZN|NL","12.06.2025 12:30 - 12.06.2025 12:45 (CET/CEST)","117","1018","855"
"BZN|NL","12.06.2025 12:45 - 12.06.2025 13:00 (CET/CEST)","97","1061","780"
"BZN|NL","12.06.2025 13:00 - 12.06.2025 13:15 (CET/CEST)","124","1083","760"
"BZN|NL","12.06.2025 13:15 - 12.06.2025 13:30 (CET/CEST)","123","1100","767"
"BZN|NL","12.06.2025 13:30 - 12.06.2025 13:45 (CET/CEST)","69","1117","779"
"BZN|NL","12.06.2025 13:45 - 12.06.2025 14:00 (CET/CEST)","85","1180","761"
"BZN|NL","12.06.2025 14:00 - 12.06.2025 14:15 (CET/CEST)","129","1111","736"
"BZN|NL","12.06.2025 14:15 - 12.06.2025 14:30 (CET/CEST)","129","1181","729"
"BZN|NL","12.06.2025 14:30 - 12.06.2025 14:45 (CET/CEST)","130","1179","822"
"BZN|NL","12.06.2025 14:45 - 12.06.2025 15:00 (CET/CEST)","128","1268","761"
"BZN|NL","12.06.2025 15:00 - 12.06.2025 15:15 (CET/CEST)","126","1288","787"
"BZN|NL","12.06.2025 15:15 - 12.06.2025 15:30 (CET/CEST)","124","1439","844"
"BZN|NL","12.06.2025 15:30 - 12.06.2025 15:45 (CET/CEST)","123","1562","975"
"BZN|NL","12.06.2025 15:45 - 12.06.2025 16:00 (CET/CEST)","140","1710","988"
"BZN|NL","12.06.2025 16:00 - 12.06.2025 16:15 (CET/CEST)","56","1543","889"
"BZN|NL","12.06.2025 16:15 - 12.06.2025 16:30 (CET/CEST)","60","1530","930"
"BZN|NL","12.06.2025 16:30 - 12.06.2025 16:45 (CET/CEST)","72","1708","878"
"BZN|NL","12.06.2025 16:45 - 12.06.2025 17:00 (CET/CEST)","112","2169","922"
"BZN|NL","12.06.2025 17:00 - 12.06.2025 17:15 (CET/CEST)","304","2254","1298"
"BZN|NL","12.06.2025 17:15 - 12.06.2025 17:30 (CET/CEST)","306","2789","1348"
"BZN|NL","12.06.2025 17:30 - 12.06.2025 17:45 (CET/CEST)","282","3189","1365"
"BZN|NL","12.06.2025 17:45 - 12.06.2025 18:00 (CET/CEST)","258","3193","1399"
"BZN|NL","12.06.2025 18:00 - 12.06.2025 18:15 (CET/CEST)","237","3025","1406"
"BZN|NL","12.06.2025 18:15 - 12.06.2025 18:30 (CET/CEST)","217","2977","1385"
"BZN|NL","12.06.2025 18:30 - 12.06.2025 18:45 (CET/CEST)","192","2951","1310"
"BZN|NL","12.06.2025 18:45 - 12.06.2025 19:00 (CET/CEST)","167","2848","1328"
"BZN|NL","12.06.2025 19:00 - 12.06.2025 19:15 (CET/CEST)","142","2636","1278"
"BZN|NL","12.06.2025 19:15 - 12.06.2025 19:30 (CET/CEST)","116","2599","1275"
"BZN|NL","12.06.2025 19:30 - 12.06.2025 19:45 (CET/CEST)","96","2492","1416"
"BZN|NL","12.06.2025 19:45 - 12.06.2025 20:00 (CET/CEST)","77","2473","1385"
"BZN|NL","12.06.2025 20:00 - 12.06.2025 20:15 (CET/CEST)","58","2476","1231"
"BZN|NL","12.06.2025 20:15 - 12.06.2025 20:30 (CET/CEST)","43","2472","1105"
"BZN|NL","12.06.2025 20:30 - 12.06.2025 20:45 (CET/CEST)","31","2455","1118"
"BZN|NL","12.06.2025 20:45 - 12.06.2025 21:00 (CET/CEST)","22","2442","1110"
"BZN|NL","12.06.2025 21:00 - 12.06.2025 21:15 (CET/CEST)","15","2400","1115"
"BZN|NL","12.06.2025 21:15 - 12.06.2025 21:30 (CET/CEST)","8","2357","1148"
"BZN|NL","12.06.2025 21:30 - 12.06.2025 21:45 (CET/CEST)","3","2345","1153"
"BZN|NL","12.06.2025 21:45 - 12.06.2025 22:00 (CET/CEST)","1","2408","1210"
"BZN|NL","12.06.2025 22:00 - 12.06.2025 22:15 (CET/CEST)","0","2447","1283"
"BZN|NL","12.06.2025 22:15 - 12.06.2025 22:30 (CET/CEST)","0","2461","1313"
"BZN|NL","12.06.2025 22:30 - 12.06.2025 22:45 (CET/CEST)","0","2411","1313"
"BZN|NL","12.06.2025 22:45 - 12.06.2025 23:00 (CET/CEST)","0","2315","1318"
"BZN|NL","12.06.2025 23:00 - 12.06.2025 23:15 (CET/CEST)","0","2174","1311"
"BZN|NL","12.06.2025 23:15 - 12.06.2025 23:30 (CET/CEST)","0","2015","1278"
"BZN|NL","12.06.2025 23:30 - 12.06.2025 23:45 (CET/CEST)","0","1852","1249"
"BZN|NL","12.06.2025 23:45 - 13.06.2025 00:00 (CET/CEST)","0","1654","1243"
