"Area","MTU","Solar - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|NL","11.05.2025 09:15 - 11.05.2025 09:30 (CET/CEST)","99","967","235"
"BZN|NL","11.05.2025 09:30 - 11.05.2025 09:45 (CET/CEST)","107","939","241"
"BZN|NL","11.05.2025 09:45 - 11.05.2025 10:00 (CET/CEST)","112","945","250"
"BZN|NL","11.05.2025 10:00 - 11.05.2025 10:15 (CET/CEST)","47","626","258"
"BZN|NL","11.05.2025 10:15 - 11.05.2025 10:30 (CET/CEST)","46","575","258"
"BZN|NL","11.05.2025 10:30 - 11.05.2025 10:45 (CET/CEST)","49","556","279"
"BZN|NL","11.05.2025 10:45 - 11.05.2025 11:00 (CET/CEST)","50","546","278"
"BZN|NL","11.05.2025 11:00 - 11.05.2025 11:15 (CET/CEST)","52","555","287"
"BZN|NL","11.05.2025 11:15 - 11.05.2025 11:30 (CET/CEST)","53","572","309"
"BZN|NL","11.05.2025 11:30 - 11.05.2025 11:45 (CET/CEST)","54","515","301"
"BZN|NL","11.05.2025 11:45 - 11.05.2025 12:00 (CET/CEST)","55","442","325"
"BZN|NL","11.05.2025 12:00 - 11.05.2025 12:15 (CET/CEST)","56","363","336"
"BZN|NL","11.05.2025 12:15 - 11.05.2025 12:30 (CET/CEST)","56","367","367"
"BZN|NL","11.05.2025 12:30 - 11.05.2025 12:45 (CET/CEST)","56","335","376"
"BZN|NL","11.05.2025 12:45 - 11.05.2025 13:00 (CET/CEST)","57","337","401"
"BZN|NL","11.05.2025 13:00 - 11.05.2025 13:15 (CET/CEST)","57","350","345"
"BZN|NL","11.05.2025 13:15 - 11.05.2025 13:30 (CET/CEST)","56","364","330"
"BZN|NL","11.05.2025 13:30 - 11.05.2025 13:45 (CET/CEST)","56","364","322"
"BZN|NL","11.05.2025 13:45 - 11.05.2025 14:00 (CET/CEST)","56","357","305"
"BZN|NL","11.05.2025 14:00 - 11.05.2025 14:15 (CET/CEST)","56","367","327"
"BZN|NL","11.05.2025 14:15 - 11.05.2025 14:30 (CET/CEST)","55","364","321"
"BZN|NL","11.05.2025 14:30 - 11.05.2025 14:45 (CET/CEST)","55","340","288"
"BZN|NL","11.05.2025 14:45 - 11.05.2025 15:00 (CET/CEST)","54","306","286"
"BZN|NL","11.05.2025 15:00 - 11.05.2025 15:15 (CET/CEST)","53","289","267"
"BZN|NL","11.05.2025 15:15 - 11.05.2025 15:30 (CET/CEST)","52","327","278"
"BZN|NL","11.05.2025 15:30 - 11.05.2025 15:45 (CET/CEST)","50","391","271"
"BZN|NL","11.05.2025 15:45 - 11.05.2025 16:00 (CET/CEST)","48","498","268"
"BZN|NL","11.05.2025 16:00 - 11.05.2025 16:15 (CET/CEST)","46","470","269"
"BZN|NL","11.05.2025 16:15 - 11.05.2025 16:30 (CET/CEST)","125","491","263"
"BZN|NL","11.05.2025 16:30 - 11.05.2025 16:45 (CET/CEST)","106","528","254"
"BZN|NL","11.05.2025 16:45 - 11.05.2025 17:00 (CET/CEST)","96","580","241"
"BZN|NL","11.05.2025 17:00 - 11.05.2025 17:15 (CET/CEST)","92","666","240"
"BZN|NL","11.05.2025 17:15 - 11.05.2025 17:30 (CET/CEST)","92","845","245"
"BZN|NL","11.05.2025 17:30 - 11.05.2025 17:45 (CET/CEST)","89","896","256"
"BZN|NL","11.05.2025 17:45 - 11.05.2025 18:00 (CET/CEST)","72","937","279"
"BZN|NL","11.05.2025 18:00 - 11.05.2025 18:15 (CET/CEST)","184","1318","351"
"BZN|NL","11.05.2025 18:15 - 11.05.2025 18:30 (CET/CEST)","180","1304","373"
"BZN|NL","11.05.2025 18:30 - 11.05.2025 18:45 (CET/CEST)","154","1314","398"
"BZN|NL","11.05.2025 18:45 - 11.05.2025 19:00 (CET/CEST)","126","1383","425"
"BZN|NL","11.05.2025 19:00 - 11.05.2025 19:15 (CET/CEST)","106","1433","434"
"BZN|NL","11.05.2025 19:15 - 11.05.2025 19:30 (CET/CEST)","82","1512","454"
"BZN|NL","11.05.2025 19:30 - 11.05.2025 19:45 (CET/CEST)","62","1611","441"
"BZN|NL","11.05.2025 19:45 - 11.05.2025 20:00 (CET/CEST)","45","1726","454"
"BZN|NL","11.05.2025 20:00 - 11.05.2025 20:15 (CET/CEST)","30","1795","449"
"BZN|NL","11.05.2025 20:15 - 11.05.2025 20:30 (CET/CEST)","19","1866","497"
"BZN|NL","11.05.2025 20:30 - 11.05.2025 20:45 (CET/CEST)","12","1886","588"
"BZN|NL","11.05.2025 20:45 - 11.05.2025 21:00 (CET/CEST)","6","1864","688"
"BZN|NL","11.05.2025 21:00 - 11.05.2025 21:15 (CET/CEST)","2","1889","798"
"BZN|NL","11.05.2025 21:15 - 11.05.2025 21:30 (CET/CEST)","0","1928","852"
"BZN|NL","11.05.2025 21:30 - 11.05.2025 21:45 (CET/CEST)","0","2012","907"
"BZN|NL","11.05.2025 21:45 - 11.05.2025 22:00 (CET/CEST)","0","2110","939"
"BZN|NL","11.05.2025 22:00 - 11.05.2025 22:15 (CET/CEST)","0","2243","991"
"BZN|NL","11.05.2025 22:15 - 11.05.2025 22:30 (CET/CEST)","0","2346","1055"
"BZN|NL","11.05.2025 22:30 - 11.05.2025 22:45 (CET/CEST)","0","2430","1139"
"BZN|NL","11.05.2025 22:45 - 11.05.2025 23:00 (CET/CEST)","0","2595","1186"
"BZN|NL","11.05.2025 23:00 - 11.05.2025 23:15 (CET/CEST)","0","2779","1224"
"BZN|NL","11.05.2025 23:15 - 11.05.2025 23:30 (CET/CEST)","0","2983","1272"
"BZN|NL","11.05.2025 23:30 - 11.05.2025 23:45 (CET/CEST)","0","3180","1317"
"BZN|NL","11.05.2025 23:45 - 12.05.2025 00:00 (CET/CEST)","0","3296","1359"
