"Area","MTU","Solar - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|NL","13.03.2025 13:30 - 13.03.2025 13:45 (CET/CEST)","84","1364","623"
"BZN|NL","13.03.2025 13:45 - 13.03.2025 14:00 (CET/CEST)","107","1418","739"
"BZN|NL","13.03.2025 14:00 - 13.03.2025 14:15 (CET/CEST)","107","1443","679"
"BZN|NL","13.03.2025 14:15 - 13.03.2025 14:30 (CET/CEST)","142","1446","728"
"BZN|NL","13.03.2025 14:30 - 13.03.2025 14:45 (CET/CEST)","122","1363","803"
"BZN|NL","13.03.2025 14:45 - 13.03.2025 15:00 (CET/CEST)","112","1308","808"
"BZN|NL","13.03.2025 15:00 - 13.03.2025 15:15 (CET/CEST)","95","1329","841"
"BZN|NL","13.03.2025 15:15 - 13.03.2025 15:30 (CET/CEST)","115","1340","867"
"BZN|NL","13.03.2025 15:30 - 13.03.2025 15:45 (CET/CEST)","80","1338","897"
"BZN|NL","13.03.2025 15:45 - 13.03.2025 16:00 (CET/CEST)","84","1379","873"
"BZN|NL","13.03.2025 16:00 - 13.03.2025 16:15 (CET/CEST)","80","1409","846"
"BZN|NL","13.03.2025 16:15 - 13.03.2025 16:30 (CET/CEST)","71","1460","860"
"BZN|NL","13.03.2025 16:30 - 13.03.2025 16:45 (CET/CEST)","52","1479","772"
"BZN|NL","13.03.2025 16:45 - 13.03.2025 17:00 (CET/CEST)","39","1333","787"
"BZN|NL","13.03.2025 17:00 - 13.03.2025 17:15 (CET/CEST)","30","1339","804"
"BZN|NL","13.03.2025 17:15 - 13.03.2025 17:30 (CET/CEST)","23","1736","796"
"BZN|NL","13.03.2025 17:30 - 13.03.2025 17:45 (CET/CEST)","17","2002","811"
"BZN|NL","13.03.2025 17:45 - 13.03.2025 18:00 (CET/CEST)","14","1709","847"
"BZN|NL","13.03.2025 18:00 - 13.03.2025 18:15 (CET/CEST)","8","1438","788"
"BZN|NL","13.03.2025 18:15 - 13.03.2025 18:30 (CET/CEST)","3","1276","748"
"BZN|NL","13.03.2025 18:30 - 13.03.2025 18:45 (CET/CEST)","0","1218","719"
"BZN|NL","13.03.2025 18:45 - 13.03.2025 19:00 (CET/CEST)","0","1253","703"
"BZN|NL","13.03.2025 19:00 - 13.03.2025 19:15 (CET/CEST)","0","1312","673"
"BZN|NL","13.03.2025 19:15 - 13.03.2025 19:30 (CET/CEST)","0","1498","650"
"BZN|NL","13.03.2025 19:30 - 13.03.2025 19:45 (CET/CEST)","0","1436","626"
"BZN|NL","13.03.2025 19:45 - 13.03.2025 20:00 (CET/CEST)","0","1133","566"
"BZN|NL","13.03.2025 20:00 - 13.03.2025 20:15 (CET/CEST)","0","970","494"
"BZN|NL","13.03.2025 20:15 - 13.03.2025 20:30 (CET/CEST)","0","1067","470"
"BZN|NL","13.03.2025 20:30 - 13.03.2025 20:45 (CET/CEST)","0","1261","472"
"BZN|NL","13.03.2025 20:45 - 13.03.2025 21:00 (CET/CEST)","0","1335","460"
"BZN|NL","13.03.2025 21:00 - 13.03.2025 21:15 (CET/CEST)","0","1270","392"
"BZN|NL","13.03.2025 21:15 - 13.03.2025 21:30 (CET/CEST)","0","1166","339"
"BZN|NL","13.03.2025 21:30 - 13.03.2025 21:45 (CET/CEST)","0","1195","326"
"BZN|NL","13.03.2025 21:45 - 13.03.2025 22:00 (CET/CEST)","0","1146","359"
"BZN|NL","13.03.2025 22:00 - 13.03.2025 22:15 (CET/CEST)","0","986","305"
"BZN|NL","13.03.2025 22:15 - 13.03.2025 22:30 (CET/CEST)","0","773","267"
"BZN|NL","13.03.2025 22:30 - 13.03.2025 22:45 (CET/CEST)","0","717","227"
"BZN|NL","13.03.2025 22:45 - 13.03.2025 23:00 (CET/CEST)","0","725","193"
"BZN|NL","13.03.2025 23:00 - 13.03.2025 23:15 (CET/CEST)","0","780","169"
"BZN|NL","13.03.2025 23:15 - 13.03.2025 23:30 (CET/CEST)","0","809","168"
"BZN|NL","13.03.2025 23:30 - 13.03.2025 23:45 (CET/CEST)","0","799","167"
"BZN|NL","13.03.2025 23:45 - 14.03.2025 00:00 (CET/CEST)","0","777","173"
