Timestamp,Solar - Actual Aggregated [MW],Wind Offshore - Actual Aggregated [MW],Wind Onshore - Actual Aggregated [MW]
2025-03-13 00:00:00,0.0,0.018324475833592865,0.015131310382364947
2025-03-13 01:00:00,0.0,0.027356111674820924,0.016492039733297048
2025-03-13 02:00:00,0.0,0.03324325138890284,0.019594502653422233
2025-03-13 03:00:00,0.0,0.02288550216498056,0.01763505238808001
2025-03-13 04:00:00,0.0,0.022503742251780708,0.01325350387807865
2025-03-13 05:00:00,0.0,0.02659259184842122,0.01366172268335828
2025-03-13 06:00:00,0.0,0.026391665578316036,0.014178799836712478
2025-03-13 07:00:00,0.013270355375618534,0.03203769376827173,0.01943121513131038
2025-03-13 08:00:00,0.05645524066576698,0.03834677864957454,0.02141787998367125
2025-03-13 09:00:00,0.12483130904183536,0.03471001316067069,0.027132943257586067
2025-03-13 10:00:00,0.1524966261808367,0.05049277167743296,0.031242345897401005
2025-03-13 11:00:00,0.19478182636077374,0.05295411848622148,0.038780786501564836
2025-03-13 12:00:00,0.103463787674314,0.0571635238449251,0.04767995645666077
2025-03-13 13:00:00,0.08614484930274403,0.0571635238449251,0.06555994012790856
2025-03-13 14:00:00,0.10863697705802969,0.0558575030892414,0.08213362362226154
2025-03-13 15:00:00,0.08412055780476833,0.05410944453932629,0.09465233365083685
2025-03-13 16:00:00,0.05443094916779127,0.05707310702337777,0.0888556266158661
2025-03-13 17:00:00,0.018893387314439947,0.06817428344668924,0.08866512450673561
2025-03-13 18:00:00,0.0024741340530814214,0.05209013552476919,0.08050074840114302
2025-03-13 19:00:00,0.0,0.05403912034478948,0.06844468635188461
2025-03-13 20:00:00,0.0,0.046544570469866084,0.05159885698734522
2025-03-13 21:00:00,0.0,0.04799123961462341,0.03853585521839706
2025-03-13 22:00:00,0.0,0.032158249530334845,0.026996870322492855
2025-03-13 23:00:00,0.0,0.03179658224414551,0.01842427541162063
