"Area","MTU","Solar - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|NL","16.09.2025 04:45 - 16.09.2025 05:00 (CET/CEST)","0","3723","729"
"BZN|NL","16.09.2025 05:00 - 16.09.2025 05:15 (CET/CEST)","0","3955","718"
"BZN|NL","16.09.2025 05:15 - 16.09.2025 05:30 (CET/CEST)","0","3995","727"
"BZN|NL","16.09.2025 05:30 - 16.09.2025 05:45 (CET/CEST)","0","4010","712"
"BZN|NL","16.09.2025 05:45 - 16.09.2025 06:00 (CET/CEST)","0","4065","711"
"BZN|NL","16.09.2025 06:00 - 16.09.2025 06:15 (CET/CEST)","0","3968","1012"
"BZN|NL","16.09.2025 06:15 - 16.09.2025 06:30 (CET/CEST)","0","3901","1030"
"BZN|NL","16.09.2025 06:30 - 16.09.2025 06:45 (CET/CEST)","0","3903","1037"
"BZN|NL","16.09.2025 06:45 - 16.09.2025 07:00 (CET/CEST)","0","4006","1007"
"BZN|NL","16.09.2025 07:00 - 16.09.2025 07:15 (CET/CEST)","0","4031","922"
"BZN|NL","16.09.2025 07:15 - 16.09.2025 07:30 (CET/CEST)","0","3968","875"
"BZN|NL","16.09.2025 07:30 - 16.09.2025 07:45 (CET/CEST)","0","3981","868"
"BZN|NL","16.09.2025 07:45 - 16.09.2025 08:00 (CET/CEST)","4","3984","871"
"BZN|NL","16.09.2025 08:00 - 16.09.2025 08:15 (CET/CEST)","12","3997","894"
"BZN|NL","16.09.2025 08:15 - 16.09.2025 08:30 (CET/CEST)","18","4004","882"
"BZN|NL","16.09.2025 08:30 - 16.09.2025 08:45 (CET/CEST)","31","4001","861"
"BZN|NL","16.09.2025 08:45 - 16.09.2025 09:00 (CET/CEST)","32","4005","848"
"BZN|NL","16.09.2025 09:00 - 16.09.2025 09:15 (CET/CEST)","44","4085","844"
"BZN|NL","16.09.2025 09:15 - 16.09.2025 09:30 (CET/CEST)","52","4005","806"
"BZN|NL","16.09.2025 09:30 - 16.09.2025 09:45 (CET/CEST)","56","3946","824"
"BZN|NL","16.09.2025 09:45 - 16.09.2025 10:00 (CET/CEST)","63","3956","794"
"BZN|NL","16.09.2025 10:00 - 16.09.2025 10:15 (CET/CEST)","15","4256","538"
"BZN|NL","16.09.2025 10:15 - 16.09.2025 10:30 (CET/CEST)","12","4054","473"
"BZN|NL","16.09.2025 10:30 - 16.09.2025 10:45 (CET/CEST)","26","4055","510"
"BZN|NL","16.09.2025 10:45 - 16.09.2025 11:00 (CET/CEST)","1","3956","480"
"BZN|NL","16.09.2025 11:00 - 16.09.2025 11:15 (CET/CEST)","1","3736","448"
"BZN|NL","16.09.2025 11:15 - 16.09.2025 11:30 (CET/CEST)","1","3756","462"
"BZN|NL","16.09.2025 11:30 - 16.09.2025 11:45 (CET/CEST)","1","3720","455"
"BZN|NL","16.09.2025 11:45 - 16.09.2025 12:00 (CET/CEST)","1","3707","410"
"BZN|NL","16.09.2025 12:00 - 16.09.2025 12:15 (CET/CEST)","1","2494","485"
"BZN|NL","16.09.2025 12:15 - 16.09.2025 12:30 (CET/CEST)","2","2458","480"
"BZN|NL","16.09.2025 12:30 - 16.09.2025 12:45 (CET/CEST)","0","2281","519"
"BZN|NL","16.09.2025 12:45 - 16.09.2025 13:00 (CET/CEST)","0","2162","545"
"BZN|NL","16.09.2025 13:00 - 16.09.2025 13:15 (CET/CEST)","0","3209","553"
"BZN|NL","16.09.2025 13:15 - 16.09.2025 13:30 (CET/CEST)","0","3137","557"
"BZN|NL","16.09.2025 13:30 - 16.09.2025 13:45 (CET/CEST)","0","3201","589"
"BZN|NL","16.09.2025 13:45 - 16.09.2025 14:00 (CET/CEST)","0","3303","559"
"BZN|NL","16.09.2025 14:00 - 16.09.2025 14:15 (CET/CEST)","0","3520","573"
"BZN|NL","16.09.2025 14:15 - 16.09.2025 14:30 (CET/CEST)","0","3662","556"
"BZN|NL","16.09.2025 14:30 - 16.09.2025 14:45 (CET/CEST)","0","3823","570"
"BZN|NL","16.09.2025 14:45 - 16.09.2025 15:00 (CET/CEST)","0","3627","522"
"BZN|NL","16.09.2025 15:00 - 16.09.2025 15:15 (CET/CEST)","0","3204","521"
"BZN|NL","16.09.2025 15:15 - 16.09.2025 15:30 (CET/CEST)","0","3288","548"
"BZN|NL","16.09.2025 15:30 - 16.09.2025 15:45 (CET/CEST)","0","3272","557"
"BZN|NL","16.09.2025 15:45 - 16.09.2025 16:00 (CET/CEST)","0","3434","518"
"BZN|NL","16.09.2025 16:00 - 16.09.2025 16:15 (CET/CEST)","0","3552","488"
"BZN|NL","16.09.2025 16:15 - 16.09.2025 16:30 (CET/CEST)","0","3565","504"
"BZN|NL","16.09.2025 16:30 - 16.09.2025 16:45 (CET/CEST)","0","3634","484"
"BZN|NL","16.09.2025 16:45 - 16.09.2025 17:00 (CET/CEST)","15","3744","458"
"BZN|NL","16.09.2025 17:00 - 16.09.2025 17:15 (CET/CEST)","53","3564","763"
"BZN|NL","16.09.2025 17:15 - 16.09.2025 17:30 (CET/CEST)","37","3900","760"
"BZN|NL","16.09.2025 17:30 - 16.09.2025 17:45 (CET/CEST)","32","3868","753"
"BZN|NL","16.09.2025 17:45 - 16.09.2025 18:00 (CET/CEST)","64","3750","760"
"BZN|NL","16.09.2025 18:00 - 16.09.2025 18:15 (CET/CEST)","50","3597","779"
"BZN|NL","16.09.2025 18:15 - 16.09.2025 18:30 (CET/CEST)","36","3688","761"
"BZN|NL","16.09.2025 18:30 - 16.09.2025 18:45 (CET/CEST)","29","3662","717"
"BZN|NL","16.09.2025 18:45 - 16.09.2025 19:00 (CET/CEST)","14","3694","683"
"BZN|NL","16.09.2025 19:00 - 16.09.2025 19:15 (CET/CEST)","6","3624","679"
"BZN|NL","16.09.2025 19:15 - 16.09.2025 19:30 (CET/CEST)","3","3591","748"
"BZN|NL","16.09.2025 19:30 - 16.09.2025 19:45 (CET/CEST)","0","3567","752"
"BZN|NL","16.09.2025 19:45 - 16.09.2025 20:00 (CET/CEST)","0","3612","736"
"BZN|NL","16.09.2025 20:00 - 16.09.2025 20:15 (CET/CEST)","0","3734","758"
"BZN|NL","16.09.2025 20:15 - 16.09.2025 20:30 (CET/CEST)","0","3680","738"
"BZN|NL","16.09.2025 20:30 - 16.09.2025 20:45 (CET/CEST)","0","3605","670"
"BZN|NL","16.09.2025 20:45 - 16.09.2025 21:00 (CET/CEST)","0","3497","601"
"BZN|NL","16.09.2025 21:00 - 16.09.2025 21:15 (CET/CEST)","0","3254","538"
"BZN|NL","16.09.2025 21:15 - 16.09.2025 21:30 (CET/CEST)","0","3289","474"
"BZN|NL","16.09.2025 21:30 - 16.09.2025 21:45 (CET/CEST)","0","3376","474"
"BZN|NL","16.09.2025 21:45 - 16.09.2025 22:00 (CET/CEST)","0","3270","456"
"BZN|NL","16.09.2025 22:00 - 16.09.2025 22:15 (CET/CEST)","0","3317","547"
"BZN|NL","16.09.2025 22:15 - 16.09.2025 22:30 (CET/CEST)","0","3419","511"
"BZN|NL","16.09.2025 22:30 - 16.09.2025 22:45 (CET/CEST)","0","3451","494"
"BZN|NL","16.09.2025 22:45 - 16.09.2025 23:00 (CET/CEST)","0","3523","457"
"BZN|NL","16.09.2025 23:00 - 16.09.2025 23:15 (CET/CEST)","0","3347","427"
"BZN|NL","16.09.2025 23:15 - 16.09.2025 23:30 (CET/CEST)","0","3419","479"
"BZN|NL","16.09.2025 23:30 - 16.09.2025 23:45 (CET/CEST)","0","3466","588"
"BZN|NL","16.09.2025 23:45 - 17.09.2025 00:00 (CET/CEST)","0","3501","563"
