Timestamp,Solar - Actual Aggregated [MW],Wind Offshore - Actual Aggregated [MW],Wind Onshore - Actual Aggregated [MW]
2025-06-12 00:00:00,0.0,0.051444953402457166,0.04641816051212024
2025-06-12 01:00:00,0.0,0.05108320634504339,0.050650319106694944
2025-06-12 02:00:00,0.0,0.05367421964376959,0.04860687411022981
2025-06-12 03:00:00,0.0,0.053375778321403215,0.05005956012667422
2025-06-12 04:00:00,0.0,0.05149017178463389,0.0474931481642891
2025-06-12 05:00:00,0.0023273035015339044,0.048388190767310726,0.04512042767076324
2025-06-12 06:00:00,0.014492753623188406,0.05172078553373517,0.03996823459910708
2025-06-12 07:00:00,0.042737755209986246,0.05483181022749368,0.0352905856261561
2025-06-12 08:00:00,0.08388871257801755,0.05236288656064463,0.03187193120079026
2025-06-12 09:00:00,0.12355865862689093,0.04579717746858453,0.028879398006914785
2025-06-12 10:00:00,0.15201523325928276,0.03130468598094498,0.030816312695507327
2025-06-12 11:00:00,0.06981910504601714,0.019457469850643682,0.03692727853801679
2025-06-12 12:00:00,0.05574949751401671,0.01780247706297564,0.033169664042147266
2025-06-12 13:00:00,0.04242039564159526,0.02025783521517167,0.029702586749566617
2025-06-12 14:00:00,0.05458584576324976,0.021428991313548786,0.029518579854150323
2025-06-12 15:00:00,0.05426848619485877,0.027126507467815815,0.03480635695400796
2025-06-12 16:00:00,0.031735956839098696,0.03142677561282212,0.035048471290082026
2025-06-12 17:00:00,0.12165450121654502,0.05166200163690544,0.05239354232642823
2025-06-12 18:00:00,0.08600444303395748,0.0533622128067502,0.05257754922184452
2025-06-12 19:00:00,0.04559399132550513,0.04612274982025693,0.05185120621362232
2025-06-12 20:00:00,0.01629112451073733,0.04451749725298328,0.04420039319368178
2025-06-12 21:00:00,0.002856236115518883,0.04300268145006308,0.044800836747145474
2025-06-12 22:00:00,0.0,0.043563389389054435,0.050621265386366056
2025-06-12 23:00:00,0.0,0.03479554508498795,0.0492073176636935
