"Area","MTU","Solar - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|NL","15.09.2025 09:15 - 15.09.2025 09:30 (CET/CEST)","94","4127","2192"
"BZN|NL","15.09.2025 09:30 - 15.09.2025 09:45 (CET/CEST)","125","4102","2152"
"BZN|NL","15.09.2025 09:45 - 15.09.2025 10:00 (CET/CEST)","130","4031","2097"
"BZN|NL","15.09.2025 10:00 - 15.09.2025 10:15 (CET/CEST)","24","3604","1837"
"BZN|NL","15.09.2025 10:15 - 15.09.2025 10:30 (CET/CEST)","21","3346","1707"
"BZN|NL","15.09.2025 10:30 - 15.09.2025 10:45 (CET/CEST)","26","3386","1549"
"BZN|NL","15.09.2025 10:45 - 15.09.2025 11:00 (CET/CEST)","25","3293","1523"
"BZN|NL","15.09.2025 11:00 - 15.09.2025 11:15 (CET/CEST)","26","2496","1719"
"BZN|NL","15.09.2025 11:15 - 15.09.2025 11:30 (CET/CEST)","18","2546","1673"
"BZN|NL","15.09.2025 11:30 - 15.09.2025 11:45 (CET/CEST)","30","2421","1623"
"BZN|NL","15.09.2025 11:45 - 15.09.2025 12:00 (CET/CEST)","33","2289","1518"
"BZN|NL","15.09.2025 12:00 - 15.09.2025 12:15 (CET/CEST)","28","2006","1681"
"BZN|NL","15.09.2025 12:15 - 15.09.2025 12:30 (CET/CEST)","29","1930","1668"
"BZN|NL","15.09.2025 12:30 - 15.09.2025 12:45 (CET/CEST)","29","1906","1633"
"BZN|NL","15.09.2025 12:45 - 15.09.2025 13:00 (CET/CEST)","17","1896","1502"
"BZN|NL","15.09.2025 13:00 - 15.09.2025 13:15 (CET/CEST)","32","1764","1530"
"BZN|NL","15.09.2025 13:15 - 15.09.2025 13:30 (CET/CEST)","31","1754","1551"
"BZN|NL","15.09.2025 13:30 - 15.09.2025 13:45 (CET/CEST)","27","1756","1597"
"BZN|NL","15.09.2025 13:45 - 15.09.2025 14:00 (CET/CEST)","20","1754","1576"
"BZN|NL","15.09.2025 14:00 - 15.09.2025 14:15 (CET/CEST)","23","1824","1698"
"BZN|NL","15.09.2025 14:15 - 15.09.2025 14:30 (CET/CEST)","1","2125","706"
"BZN|NL","15.09.2025 14:30 - 15.09.2025 14:45 (CET/CEST)","1","1842","603"
"BZN|NL","15.09.2025 14:45 - 15.09.2025 15:00 (CET/CEST)","1","1815","638"
"BZN|NL","15.09.2025 15:00 - 15.09.2025 15:15 (CET/CEST)","1","1894","583"
"BZN|NL","15.09.2025 15:15 - 15.09.2025 15:30 (CET/CEST)","1","1890","621"
"BZN|NL","15.09.2025 15:30 - 15.09.2025 15:45 (CET/CEST)","1","1886","616"
"BZN|NL","15.09.2025 15:45 - 15.09.2025 16:00 (CET/CEST)","1","1870","658"
"BZN|NL","15.09.2025 16:00 - 15.09.2025 16:15 (CET/CEST)","1","1687","584"
"BZN|NL","15.09.2025 16:15 - 15.09.2025 16:30 (CET/CEST)","1","1734","584"
"BZN|NL","15.09.2025 16:30 - 15.09.2025 16:45 (CET/CEST)","1","1794","714"
"BZN|NL","15.09.2025 16:45 - 15.09.2025 17:00 (CET/CEST)","10","2293","733"
"BZN|NL","15.09.2025 17:00 - 15.09.2025 17:15 (CET/CEST)","107","4055","1049"
"BZN|NL","15.09.2025 17:15 - 15.09.2025 17:30 (CET/CEST)","70","4099","991"
"BZN|NL","15.09.2025 17:30 - 15.09.2025 17:45 (CET/CEST)","55","4078","1052"
"BZN|NL","15.09.2025 17:45 - 15.09.2025 18:00 (CET/CEST)","46","4163","1053"
"BZN|NL","15.09.2025 18:00 - 15.09.2025 18:15 (CET/CEST)","45","4113","1038"
"BZN|NL","15.09.2025 18:15 - 15.09.2025 18:30 (CET/CEST)","31","4133","1019"
"BZN|NL","15.09.2025 18:30 - 15.09.2025 18:45 (CET/CEST)","32","4115","984"
"BZN|NL","15.09.2025 18:45 - 15.09.2025 19:00 (CET/CEST)","16","4211","967"
"BZN|NL","15.09.2025 19:00 - 15.09.2025 19:15 (CET/CEST)","10","4111","1013"
"BZN|NL","15.09.2025 19:15 - 15.09.2025 19:30 (CET/CEST)","5","4095","1046"
"BZN|NL","15.09.2025 19:30 - 15.09.2025 19:45 (CET/CEST)","2","4118","1063"
"BZN|NL","15.09.2025 19:45 - 15.09.2025 20:00 (CET/CEST)","0","4092","1065"
"BZN|NL","15.09.2025 20:00 - 15.09.2025 20:15 (CET/CEST)","0","4129","1050"
"BZN|NL","15.09.2025 20:15 - 15.09.2025 20:30 (CET/CEST)","0","4132","1054"
"BZN|NL","15.09.2025 20:30 - 15.09.2025 20:45 (CET/CEST)","0","4141","1056"
"BZN|NL","15.09.2025 20:45 - 15.09.2025 21:00 (CET/CEST)","0","4136","1049"
"BZN|NL","15.09.2025 21:00 - 15.09.2025 21:15 (CET/CEST)","0","4035","1041"
"BZN|NL","15.09.2025 21:15 - 15.09.2025 21:30 (CET/CEST)","0","4112","1034"
"BZN|NL","15.09.2025 21:30 - 15.09.2025 21:45 (CET/CEST)","0","4134","1026"
"BZN|NL","15.09.2025 21:45 - 15.09.2025 22:00 (CET/CEST)","0","4117","1008"
"BZN|NL","15.09.2025 22:00 - 15.09.2025 22:15 (CET/CEST)","0","4064","1007"
"BZN|NL","15.09.2025 22:15 - 15.09.2025 22:30 (CET/CEST)","0","4073","1021"
"BZN|NL","15.09.2025 22:30 - 15.09.2025 22:45 (CET/CEST)","0","4099","1032"
"BZN|NL","15.09.2025 22:45 - 15.09.2025 23:00 (CET/CEST)","0","4048","1044"
"BZN|NL","15.09.2025 23:00 - 15.09.2025 23:15 (CET/CEST)","0","4060","1038"
"BZN|NL","15.09.2025 23:15 - 15.09.2025 23:30 (CET/CEST)","0","4035","1032"
"BZN|NL","15.09.2025 23:30 - 15.09.2025 23:45 (CET/CEST)","0","4052","1013"
"BZN|NL","15.09.2025 23:45 - 16.09.2025 00:00 (CET/CEST)","0","4097","1015"
